,path,name,id,size,bounding box
76,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000077.JPEG,['n02087394'],[159],"['500', '429']","[[73, 64, 191, 191]]"
77,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000078.JPEG,['n02116738'],[275],"['500', '359']","[[83, 48, 168, 223]]"
78,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000079.JPEG,['n02091635'],[175],"['900', '1000']","[[0, 1, 223, 223]]"
79,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000080.JPEG,['n02895154'],[461],"['332', '500']","[[5, 26, 209, 197]]"
80,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000081.JPEG,"['n09193705', 'n09193705', 'n09193705', 'n09193705', 'n09193705']","[970, 970, 970, 970, 970]","['500', '375']","[[152, 70, 197, 81], [153, 68, 198, 81], [38, 60, 152, 83], [187, 68, 223, 94], [7, 83, 38, 93]]"
81,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000082.JPEG,['n02088094'],[160],"['389', '500']","[[55, 49, 221, 215]]"
82,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000083.JPEG,['n04200800'],[788],"['500', '375']","[[0, 0, 223, 223]]"
83,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000084.JPEG,['n01737021'],[58],"['500', '375']","[[77, 0, 147, 140]]"
84,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000085.JPEG,"['n02974003', 'n02974003', 'n02974003', 'n02974003']","[479, 479, 479, 479]","['375', '500']","[[122, 141, 135, 157], [62, 162, 73, 179], [79, 125, 93, 135], [89, 140, 97, 155]]"
85,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000086.JPEG,['n03032252'],[498],"['470', '500']","[[7, 11, 223, 198]]"
86,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000087.JPEG,['n02483708'],[369],"['120', '90']","[[22, 0, 222, 221]]"
87,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000088.JPEG,['n01632458'],[28],"['500', '375']","[[74, 73, 172, 188]]"
88,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000089.JPEG,"['n02992529', 'n02992529']","[487, 487]","['450', '440']","[[96, 6, 222, 214], [9, 4, 75, 219]]"
89,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000090.JPEG,['n01698640'],[50],"['500', '383']","[[15, 57, 222, 142]]"
90,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000091.JPEG,['n02114548'],[270],"['500', '334']","[[0, 38, 161, 221]]"
91,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000092.JPEG,['n02497673'],[383],"['650', '436']","[[64, 25, 177, 222]]"
92,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000093.JPEG,['n02480855'],[366],"['253', '380']","[[3, 20, 223, 223]]"
93,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000094.JPEG,"['n04147183', 'n04147183']","[780, 780]","['500', '386']","[[86, 19, 184, 176], [39, 81, 84, 156]]"
94,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000095.JPEG,['n02487347'],[373],"['264', '400']","[[0, 30, 223, 223]]"
95,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000096.JPEG,['n03895866'],[705],"['500', '375']","[[6, 17, 124, 202]]"
96,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000097.JPEG,['n02325366'],[330],"['500', '322']","[[47, 80, 173, 169]]"
97,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000098.JPEG,['n02033041'],[142],"['386', '500']","[[38, 38, 207, 186]]"
98,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000099.JPEG,"['n07745940', 'n07745940', 'n07745940', 'n07745940', 'n07745940', 'n07745940']","[949, 949, 949, 949, 949, 949]","['500', '384']","[[86, 30, 168, 176], [8, 11, 84, 132], [157, 11, 215, 107], [66, 102, 109, 163], [163, 79, 215, 147], [111, 9, 169, 40]]"
99,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000100.JPEG,"['n02415577', 'n02415577', 'n02415577']","[349, 349, 349]","['500', '375']","[[150, 117, 189, 158], [25, 106, 49, 130], [77, 134, 91, 161]]"
100,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000101.JPEG,['n02951585'],[473],"['750', '550']","[[7, 9, 213, 210]]"
101,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000102.JPEG,['n02087394'],[159],"['500', '375']","[[75, 41, 214, 223]]"
102,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000103.JPEG,['n04485082'],[872],"['500', '375']","[[13, 5, 211, 223]]"
103,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000104.JPEG,['n04505470'],[878],"['500', '395']","[[40, 100, 192, 181]]"
104,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000105.JPEG,['n02097658'],[201],"['400', '500']","[[0, 7, 222, 223]]"
105,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000106.JPEG,['n04591157'],[906],"['900', '464']","[[106, 25, 152, 223]]"
106,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000107.JPEG,['n01770081'],[70],"['500', '375']","[[0, 0, 223, 223]]"
107,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000108.JPEG,['n02992211'],[486],"['334', '500']","[[2, 2, 218, 220]]"
108,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000109.JPEG,"['n03691459', 'n03691459']","[632, 632]","['500', '375']","[[126, 44, 195, 137], [0, 41, 67, 143]]"
109,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000110.JPEG,"['n03594734', 'n03594734']","[608, 608]","['375', '500']","[[116, 134, 172, 193], [54, 123, 109, 211]]"
110,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000111.JPEG,['n01983481'],[122],"['500', '349']","[[72, 152, 130, 208]]"
111,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000112.JPEG,['n03937543'],[720],"['500', '375']","[[126, 42, 169, 176]]"
112,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000113.JPEG,['n02105412'],[227],"['360', '296']","[[1, 9, 215, 221]]"
113,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000114.JPEG,['n03843555'],[686],"['500', '375']","[[1, 3, 223, 220]]"
114,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000115.JPEG,['n02091244'],[173],"['500', '375']","[[80, 51, 207, 118]]"
115,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000116.JPEG,['n07831146'],[959],"['500', '375']","[[3, 10, 223, 211]]"
116,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000117.JPEG,['n03710637'],[638],"['500', '333']","[[68, 77, 143, 143]]"
117,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000118.JPEG,['n03733281'],[646],"['500', '500']","[[0, 0, 223, 223]]"
118,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000119.JPEG,"['n03782006', 'n03782006', 'n03782006']","[664, 664, 664]","['500', '375']","[[102, 2, 201, 120], [46, 27, 100, 113], [2, 60, 30, 109]]"
119,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000120.JPEG,['n03733131'],[645],"['375', '500']","[[0, 0, 222, 209]]"
120,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000121.JPEG,['n03933933'],[718],"['500', '432']","[[0, 42, 223, 198]]"
121,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000122.JPEG,['n02980441'],[483],"['600', '450']","[[44, 1, 212, 220]]"
122,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000123.JPEG,"['n04409515', 'n04409515', 'n04409515']","[852, 852, 852]","['500', '334']","[[116, 107, 186, 213], [60, 91, 118, 193], [116, 79, 177, 126]]"
123,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000124.JPEG,['n02606052'],[392],"['688', '550']","[[35, 43, 220, 188]]"
124,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000125.JPEG,['n02226429'],[311],"['500', '400']","[[88, 16, 207, 168]]"
125,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000126.JPEG,['n02883205'],[457],"['500', '374']","[[107, 86, 128, 103]]"
