,path,name,id,size,bounding box
11,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000012.JPEG,['n02125311'],[286],"['500', '334']","[[0, 0, 178, 224]]"
12,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000013.JPEG,['n02484975'],[370],"['500', '333']","[[27, 9, 224, 224]]"
13,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000014.JPEG,['n04065272'],[757],"['500', '376']","[[5, 0, 214, 224]]"
14,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000015.JPEG,['n03496892'],[595],"['620', '478']","[[80, 19, 224, 83]]"
15,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000016.JPEG,['n02066245'],[147],"['500', '333']","[[11, 18, 224, 224]]"
16,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000017.JPEG,"['n01914609', 'n01914609', 'n01914609', 'n01914609']","[108, 108, 108, 108]","['500', '375']","[[84, 45, 115, 93], [117, 38, 190, 148], [113, 0, 150, 85], [0, 63, 28, 137]]"
17,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000018.JPEG,['n01616318'],[23],"['500', '500']","[[58, 66, 169, 121]]"
18,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000019.JPEG,['n02971356'],[478],"['500', '375']","[[6, 47, 224, 224]]"
19,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000020.JPEG,['n03126707'],[517],"['500', '375']","[[0, 0, 224, 224]]"
20,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000021.JPEG,"['n02346627', 'n02346627']","[334, 334]","['375', '500']","[[123, 43, 206, 102], [11, 118, 69, 159]]"
21,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000022.JPEG,"['n02091244', 'n02091244', 'n02091244', 'n02091244']","[173, 173, 173, 173]","['375', '500']","[[117, 141, 181, 224], [186, 102, 222, 127], [50, 122, 102, 202], [101, 122, 175, 181]]"
22,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000023.JPEG,"['n07742313', 'n07742313', 'n07742313', 'n07742313', 'n07742313']","[948, 948, 948, 948, 948]","['709', '510']","[[121, 89, 194, 196], [50, 83, 119, 178], [140, 55, 205, 134], [11, 65, 68, 157], [89, 49, 143, 125]]"
23,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000024.JPEG,['n03956157'],[727],"['500', '375']","[[0, 14, 224, 202]]"
24,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000025.JPEG,['n01616318'],[23],"['500', '500']","[[59, 43, 188, 166]]"
25,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000026.JPEG,['n04380533'],[846],"['375', '500']","[[4, 0, 224, 128]]"
26,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000027.JPEG,"['n02114548', 'n02114548', 'n02114548', 'n02114548', 'n02114548']","[270, 270, 270, 270, 270]","['500', '334']","[[0, 82, 102, 195], [99, 72, 184, 194], [103, 138, 185, 192], [102, 120, 182, 192], [0, 94, 28, 189]]"
27,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000028.JPEG,['n02089973'],[167],"['500', '454']","[[1, 1, 224, 224]]"
28,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000029.JPEG,['n01729977'],[55],"['500', '334']","[[49, 32, 224, 224]]"
29,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000030.JPEG,['n04435653'],[858],"['500', '375']","[[26, 36, 213, 151]]"
30,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000031.JPEG,['n02280649'],[324],"['500', '426']","[[36, 17, 119, 167]]"
31,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000032.JPEG,['n03444034'],[573],"['500', '375']","[[0, 7, 224, 220]]"
32,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000033.JPEG,['n02077923'],[150],"['500', '383']","[[74, 53, 151, 144]]"
33,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000034.JPEG,['n09835506'],[981],"['500', '363']","[[94, 57, 153, 212]]"
34,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000035.JPEG,['n03478589'],[586],"['800', '659']","[[0, 7, 224, 224]]"
35,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000036.JPEG,['n04532106'],[887],"['375', '500']","[[30, 64, 188, 224]]"
36,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000037.JPEG,['n01644900'],[32],"['500', '333']","[[9, 65, 224, 173]]"
37,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000038.JPEG,['n02666196'],[398],"['500', '375']","[[107, 0, 204, 224]]"
38,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000039.JPEG,"['n04141327', 'n04141327', 'n04141327']","[777, 777, 777]","['700', '248']","[[0, 126, 224, 224], [0, 23, 224, 135], [0, 0, 215, 45]]"
39,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000040.JPEG,"['n01773797', 'n01773797', 'n01773797', 'n01773797', 'n01773797']","[74, 74, 74, 74, 74]","['500', '500']","[[131, 10, 217, 102], [149, 156, 187, 211], [50, 177, 99, 222], [11, 18, 59, 85], [13, 119, 22, 128]]"
40,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000041.JPEG,['n03125729'],[516],"['369', '491']","[[0, 24, 224, 224]]"
41,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000042.JPEG,['n04049303'],[756],"['375', '500']","[[18, 166, 151, 224]]"
42,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000043.JPEG,['n02006656'],[129],"['500', '409']","[[49, 10, 199, 220]]"
43,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000044.JPEG,['n02097209'],[198],"['500', '375']","[[15, 7, 198, 212]]"
44,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000045.JPEG,['n02111277'],[256],"['375', '500']","[[35, 36, 224, 224]]"
45,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000046.JPEG,['n03950228'],[725],"['500', '424']","[[72, 1, 162, 157]]"
46,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000047.JPEG,['n03393912'],[565],"['500', '374']","[[0, 0, 224, 224]]"
47,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000048.JPEG,['n02089973'],[167],"['500', '333']","[[1, 16, 224, 224]]"
48,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000049.JPEG,['n03930630'],[717],"['500', '394']","[[24, 45, 195, 161]]"
49,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000050.JPEG,['n02640242'],[394],"['366', '500']","[[109, 0, 224, 224]]"
50,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000051.JPEG,['n01828970'],[92],"['398', '500']","[[16, 10, 191, 132]]"
51,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000052.JPEG,['n01632777'],[29],"['600', '450']","[[0, 55, 218, 195]]"
52,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000053.JPEG,"['n04372370', 'n04372370']","[844, 844]","['500', '375']","[[141, 96, 175, 176], [104, 94, 145, 181]]"
53,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000054.JPEG,"['n03485794', 'n03485794']","[591, 591]","['500', '375']","[[0, 0, 224, 224], [19, 0, 141, 45]]"
54,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000055.JPEG,"['n02443114', 'n02443114', 'n02443114', 'n02443114']","[358, 358, 358, 358]","['640', '480']","[[13, 81, 224, 209], [0, 13, 185, 147], [135, 0, 204, 59], [194, 204, 224, 224]]"
55,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000056.JPEG,['n02930766'],[468],"['500', '332']","[[0, 0, 224, 224]]"
56,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000057.JPEG,"['n02112018', 'n02112018']","[259, 259]","['500', '375']","[[15, 77, 132, 224], [54, 18, 208, 207]]"
57,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000058.JPEG,"['n13040303', 'n13040303', 'n13040303', 'n13040303']","[994, 994, 994, 994]","['333', '500']","[[115, 88, 146, 161], [87, 76, 115, 159], [67, 69, 96, 90], [30, 74, 73, 97]]"
58,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000059.JPEG,"['n04485082', 'n04485082', 'n04485082']","[872, 872, 872]","['500', '375']","[[31, 63, 139, 224], [172, 91, 216, 196], [0, 114, 17, 224]]"
59,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000060.JPEG,['n03482405'],[588],"['600', '395']","[[34, 4, 167, 219]]"
60,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000061.JPEG,['n02963159'],[474],"['540', '720']","[[27, 40, 188, 188]]"
61,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000062.JPEG,['n02093859'],[183],"['500', '333']","[[13, 2, 217, 224]]"
62,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000063.JPEG,['n01910747'],[107],"['375', '500']","[[0, 6, 224, 215]]"
63,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000064.JPEG,['n01693334'],[46],"['375', '500']","[[50, 0, 148, 224]]"
64,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000065.JPEG,"['n04371430', 'n04371430']","[842, 842]","['375', '500']","[[80, 63, 121, 187], [86, 114, 117, 125]]"
65,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000066.JPEG,['n02526121'],[390],"['500', '384']","[[32, 31, 178, 163]]"
66,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000067.JPEG,['n01871265'],[101],"['459', '500']","[[0, 16, 194, 224]]"
67,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000068.JPEG,['n04532106'],[887],"['375', '500']","[[0, 0, 224, 224]]"
68,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000069.JPEG,['n04482393'],[870],"['500', '375']","[[113, 67, 223, 196]]"
69,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000070.JPEG,['n04370456'],[841],"['334', '500']","[[0, 70, 200, 224]]"
70,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000071.JPEG,"['n02927161', 'n02927161']","[467, 467]","['500', '375']","[[0, 36, 216, 224], [14, 11, 66, 62]]"
71,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000072.JPEG,['n02074367'],[149],"['359', '500']","[[0, 14, 178, 159]]"
72,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000073.JPEG,"['n01608432', 'n01608432']","[21, 21]","['500', '400']","[[139, 50, 216, 132], [0, 69, 98, 176]]"
73,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000074.JPEG,['n02966193'],[476],"['500', '375']","[[0, 0, 224, 224]]"
74,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000075.JPEG,['n01795545'],[80],"['500', '354']","[[17, 33, 125, 209]]"
75,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000076.JPEG,['n02791270'],[424],"['500', '375']","[[0, 0, 200, 224]]"
76,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000077.JPEG,['n02087394'],[159],"['500', '429']","[[67, 57, 203, 203]]"
77,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000078.JPEG,['n02116738'],[275],"['500', '359']","[[79, 39, 177, 224]]"
78,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000079.JPEG,['n02091635'],[175],"['900', '1000']","[[0, 0, 224, 224]]"
79,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000080.JPEG,['n02895154'],[461],"['332', '500']","[[0, 14, 223, 209]]"
80,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000081.JPEG,"['n09193705', 'n09193705', 'n09193705', 'n09193705', 'n09193705']","[970, 970, 970, 970, 970]","['500', '375']","[[158, 64, 209, 77], [159, 61, 210, 77], [28, 52, 158, 78], [198, 62, 224, 91], [0, 78, 27, 90]]"
81,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000082.JPEG,['n02088094'],[160],"['389', '500']","[[47, 40, 224, 224]]"
82,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000083.JPEG,['n04200800'],[788],"['500', '375']","[[0, 0, 224, 224]]"
83,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000084.JPEG,['n01737021'],[58],"['500', '375']","[[73, 0, 152, 144]]"
84,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000085.JPEG,"['n02974003', 'n02974003', 'n02974003', 'n02974003']","[479, 479, 479, 479]","['375', '500']","[[123, 145, 138, 164], [55, 169, 67, 188], [74, 127, 91, 139], [86, 144, 95, 162]]"
85,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000086.JPEG,['n03032252'],[498],"['470', '500']","[[0, 0, 224, 210]]"
86,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000087.JPEG,['n02483708'],[369],"['120', '90']","[[9, 0, 224, 224]]"
87,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000088.JPEG,['n01632458'],[28],"['500', '375']","[[69, 67, 180, 199]]"
88,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000089.JPEG,"['n02992529', 'n02992529']","[487, 487]","['450', '440']","[[94, 0, 224, 224], [0, 0, 70, 224]]"
89,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000090.JPEG,['n01698640'],[50],"['500', '383']","[[1, 49, 224, 146]]"
90,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000091.JPEG,['n02114548'],[270],"['500', '334']","[[0, 27, 168, 224]]"
91,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000092.JPEG,['n02497673'],[383],"['650', '436']","[[57, 13, 187, 224]]"
92,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000093.JPEG,['n02480855'],[366],"['253', '380']","[[0, 7, 224, 224]]"
93,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000094.JPEG,"['n04147183', 'n04147183']","[780, 780]","['500', '386']","[[83, 5, 194, 186], [29, 76, 80, 162]]"
94,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000095.JPEG,['n02487347'],[373],"['264', '400']","[[0, 18, 224, 224]]"
95,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000096.JPEG,['n03895866'],[705],"['500', '375']","[[0, 3, 126, 215]]"
96,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000097.JPEG,['n02325366'],[330],"['500', '322']","[[37, 75, 182, 177]]"
97,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000098.JPEG,['n02033041'],[142],"['386', '500']","[[27, 27, 220, 196]]"
98,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000099.JPEG,"['n07745940', 'n07745940', 'n07745940', 'n07745940', 'n07745940', 'n07745940']","[949, 949, 949, 949, 949, 949]","['500', '384']","[[82, 19, 176, 186], [0, 0, 80, 135], [163, 0, 224, 107], [59, 101, 109, 170], [171, 75, 224, 152], [111, 0, 178, 30]]"
99,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000100.JPEG,"['n02415577', 'n02415577', 'n02415577']","[349, 349, 349]","['500', '375']","[[155, 117, 201, 164], [13, 106, 40, 132], [72, 137, 88, 169]]"
100,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000101.JPEG,['n02951585'],[473],"['750', '550']","[[0, 0, 224, 224]]"
101,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000102.JPEG,['n02087394'],[159],"['500', '375']","[[70, 31, 224, 224]]"
102,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000103.JPEG,['n04485082'],[872],"['500', '375']","[[0, 0, 224, 224]]"
103,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000104.JPEG,['n04505470'],[878],"['500', '395']","[[30, 99, 203, 191]]"
104,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000105.JPEG,['n02097658'],[201],"['400', '500']","[[0, 0, 224, 224]]"
105,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000106.JPEG,['n04591157'],[906],"['900', '464']","[[105, 13, 158, 224]]"
106,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000107.JPEG,['n01770081'],[70],"['500', '375']","[[0, 0, 224, 224]]"
107,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000108.JPEG,['n02992211'],[486],"['334', '500']","[[0, 0, 224, 224]]"
108,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000109.JPEG,"['n03691459', 'n03691459']","[632, 632]","['500', '375']","[[128, 34, 207, 141], [0, 31, 61, 147]]"
109,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000110.JPEG,"['n03594734', 'n03594734']","[608, 608]","['375', '500']","[[117, 137, 180, 204], [46, 125, 108, 224]]"
110,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000111.JPEG,['n01983481'],[122],"['500', '349']","[[66, 157, 133, 222]]"
111,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000112.JPEG,['n03937543'],[720],"['500', '375']","[[128, 32, 177, 186]]"
112,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000113.JPEG,['n02105412'],[227],"['360', '296']","[[0, 0, 224, 224]]"
113,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000114.JPEG,['n03843555'],[686],"['500', '375']","[[0, 0, 224, 224]]"
114,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000115.JPEG,['n02091244'],[173],"['500', '375']","[[76, 42, 221, 119]]"
115,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000116.JPEG,['n07831146'],[959],"['500', '375']","[[0, 0, 224, 224]]"
116,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000117.JPEG,['n03710637'],[638],"['500', '333']","[[61, 72, 147, 147]]"
117,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000118.JPEG,['n03733281'],[646],"['500', '500']","[[0, 0, 224, 224]]"
118,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000119.JPEG,"['n03782006', 'n03782006', 'n03782006']","[664, 664, 664]","['500', '375']","[[101, 0, 214, 121], [37, 15, 98, 113], [0, 52, 18, 108]]"
119,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000120.JPEG,['n03733131'],[645],"['375', '500']","[[0, 0, 224, 223]]"
120,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000121.JPEG,['n03933933'],[718],"['500', '432']","[[0, 32, 224, 210]]"
121,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000122.JPEG,['n02980441'],[483],"['600', '450']","[[35, 0, 224, 224]]"
122,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000123.JPEG,"['n04409515', 'n04409515', 'n04409515']","[852, 852, 852]","['500', '334']","[[117, 107, 196, 224], [52, 89, 119, 205], [116, 75, 186, 128]]"
123,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000124.JPEG,['n02606052'],[392],"['688', '550']","[[24, 33, 224, 199]]"
124,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000125.JPEG,['n02226429'],[311],"['500', '400']","[[84, 3, 221, 176]]"
125,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000126.JPEG,['n02883205'],[457],"['500', '374']","[[107, 83, 130, 102]]"
126,/home/qianlivia_gmail_com/KTH/DD2412-Project-Grad-CAM/datasets/resized/ILSVRC2012_val_00000127.JPEG,"['n02422699', 'n02422699', 'n02422699', 'n02422699', 'n02422699']","[352, 352, 352, 352, 352]","['500', '333']","[[0, 102, 54, 181], [80, 54, 126, 133], [185, 76, 215, 125], [158, 83, 181, 140], [25, 84, 52, 143]]"
